ShipComponentJobLinkId,vesselname,ShipComponentName,ShipComponentCode,JobCode,JobName,FrequencyType,Frequency,AlternateFrequencyType,AlternateFrequency,Responsibility
25611,Bdp Spirit,Fixed Co2 System,11.100.004-001,11.100.004-001-J003,Fixed Co2 System 3 Monthly Inspection,Monthly,3,,,Chief Engineer
25615,Bdp Spirit,Fixed Co2 System,11.100.004-001,11.100.004-001-J005,Fixed Co2 System - Co2 Bottles Hydraulic Testing,Monthly,60,,,Shore Testing
25619,Bdp Spirit,Oil Discharge Monitoring System (Odme),13.200.004-001,13.200.004-001-J001,Oil Discharge Monitoring System Odme Function Test,Monthly,1,,,Chief Officer
25621,Bdp Spirit,Pressure Vacuum Valve #01,15.100.004-001,15.100.004-001-J002,Pressure Vacuum Valve Annual Checks,Monthly,12,,,Chief Officer
25647,Bdp Spirit,Gas Detection System,11.100.009-001,11.100.009-001-J002,Gas Detection System 6 Monthly Checks,Monthly,6,,,Chief Officer
25649,Bdp Spirit,Cargo Oil Tanks - Pipe Fitting & Vent,15.100.010-001,15.100.010-001-J001,Cargo Oil Tanks - Cargo Line Pressure Testing,Monthly,12,,,Chief Officer
25651,Bdp Spirit,Vents & Airpipes,18.300.001-001,18.300.001-001-J001,Air Vents Monthly Checks,Monthly,1,,,Chief Officer
25653,Bdp Spirit,Vents & Airpipes,18.300.001-001,18.300.001-001-J002,Air Vents Annual Maintenance,Monthly,12,,,Chief Officer
25655,Bdp Spirit,Bow Anchors (P),16.100.009-001,16.100.009-001-J001,Anchor Securing Arrangement - 2 Monthly Checks,Monthly,2,,,Chief Officer
25659,Bdp Spirit,Anchor Chain,16.200.009-001,16.200.009-001-J001,Anchor Chain 3 Monthly Maintenance,Monthly,3,,,Chief Officer
25661,Bdp Spirit,Strainers And Filters,15.350.009-001,15.350.009-001-J001,Ballast Pump Strainer 6 Monthly Checks,Monthly,6,,,Chief Officer
25663,Bdp Spirit,Water Ballast Tanks - Pipe Fitting & Vent,15.300.004-001,15.300.004-001-J001,Ballast Tank Air Vents 6 Monthly Inspections,Monthly,6,,,Chief Officer
25665,Bdp Spirit,Cargo Oil Tank (P) #1,15.100.001-002,15.100.001-001-J002,Cargo Oil Tank Domes 3 Monthly Greasing,Monthly,3,,,Chief Officer
25690,Bdp Spirit,Foam Room ,18.100.018-001,15.100.002-001-J002,General Spaces & Rooms Monthly Checks,Monthly,3,,,Chief Officer
25692,Bdp Spirit,Cargo Oil Tank (S) #1 Pressure Sensor,15.200.052-013,15.200.052-013-J001,Cargo Oil Tank Pressure Sensor Annual Checks,Monthly,12,,,Chief Officer
25716,Bdp Spirit,Lashing Gear,18.100.040-001,18.100.040-001-J001,Deck Lashings And Loose Gear 6 Monthly Inspections,Monthly,6,,,Chief Officer
25718,Bdp Spirit,Scuppers,18.100.061-001,18.100.061-001-J001,Deck Scuppers Monthly Inspections,Monthly,1,,,Chief Officer
25720,Bdp Spirit,Roller Fairlead,16.200.003-001,16.200.003-001-J001,Roller Fairlead Monthly Checks,Monthly,1,,,Chief Officer
25771,Bdp Spirit,Main Mast,18.100.046-001,18.100.046-001-J001,Main Mast 3 Monthly Checks,Monthly,3,,,Chief Officer
25775,Bdp Spirit,Cargo Oil Tanks - Sounding System,15.100.011-001,15.100.011-001-J001,Sounding Pipes - Monthly Checks,Monthly,1,,,Chief Officer
25781,Bdp Spirit,Winch Operation Platform,18.100.026.002-001,18.100.026.002-001-J001,Winch Operation Platform Monthly Greasing,Monthly,1,,,Chief Officer
25783,Bdp Spirit,Water Tight Door,18.100.015-001,18.100.015-001-J001,Water Tight Door Monthly Checks,Monthly,1,,,Chief Officer
25785,Bdp Spirit,Freefall Lifeboat,11.001.023-001,11.001.023-001-J010,Life Boat/Rescue Boat 6 Monthly Lowering In Water,Monthly,6,,,Chief Officer
25789,Bdp Spirit,Cylinder Cover,1.001.001.001-001,9.100.003-001-J001,Main Engine - 150 Hours Cylinder Head Maintenance,Weekly,1,,,Second Engineer
25793,Bdp Spirit,Starting Air Valve,1.001.001.008-006,1.001.001.008-001-J001,Main Engine - 7500 Hours Starting Air Valve Maintenance,,,Hourly,7500,Second Engineer
25796,Bdp Spirit,Starting Air Valve,1.001.001.008-001,1.001.001.008-001-J002,Main Engine - 15000 Hours Starting Air Valve Overhaul,,,Hourly,15000,Second Engineer
25818,Bdp Spirit,Big End Bearing,1.001.001.013-001,1.001.001.013-001-J001,Main Engine - 15000 Hours Big End Bearing Overhaul,,,Hourly,15000,Second Engineer
25820,Bdp Spirit,Big End Bearing,1.001.001.013-001,1.001.001.013-001-J002,Main Engine - 15000 Hours Big End Bearing Inspection,,,Hourly,15000,Second Engineer
25842,Bdp Spirit,Cylinder Cover,1.001.001.001-001,1.001.001.001-001-J001,Main Engine - 15000 Hours Cylinder Cover Decarbonise,,,Hourly,15000,Second Engineer
25854,Bdp Spirit,Exhaust Valve,1.001.001.009-001,1.001.001.009-001-J001,Main Engine - 15000 Hours Exhaust Valve Overhaul,,,Hourly,15000,Second Engineer
25866,Bdp Spirit,Fuel Injector,1.001.001.005-001,1.001.001.005-001-J001,Main Engine - 7500 Hours Fuel Injector Inspection/Overhaul,,,Hourly,7500,Second Engineer
25879,Bdp Spirit,Fuel Pump,1.001.001.018-001,1.001.001.018-001-J001,Main Engine - 7500 Hours Inspection Of One Fuel Pump,,,Hourly,7500,Second Engineer
25881,Bdp Spirit,Fuel Pump,1.001.001.018-001,1.001.001.018-001-J002,Main Engine - 15000 Hours Fuel Pump Overhaul,,,Hourly,15000,Second Engineer
25883,Bdp Spirit,Fuel Pump,1.001.001.018-001,1.001.001.018-001-J003,Main Engine - Fuel Pump Check Timing,Monthly,36,,,Second Engineer
25915,Bdp Spirit,Main Engine Governor,1.001.001.080-001,1.001.001.080-001-J001,Main Engine - 3750 Hours Governer Oil Change,,,Hourly,3750,Second Engineer
25917,Bdp Spirit,Main Engine Governor,1.001.001.080-001,1.001.001.080-001-J002,Main Engine - 15000 Hours Governer Linkage Inspection,,,Hourly,15000,Second Engineer
25919,Bdp Spirit,Main Engine Governor,1.001.001.080-001,1.001.001.080-001-J003,Main Engine - 30000 Hours Overhaul Governor & Replace Major Parts,,,Hourly,30000,Second Engineer
25921,Bdp Spirit,Main Engine Governor,1.001.001.080-001,1.001.001.080-001-J004,Main Engine - 1500 Hours Governer Checks,,,Hourly,1500,Second Engineer
25923,Bdp Spirit,Main Engine Governor,1.001.001.080-001,1.001.001.080-001-J005,Main Engine - 15000 Hours Governer Drive Inspection,,,Hourly,15000,Second Engineer
25925,Bdp Spirit,Inlet Valve,1.001.001.081-001,1.001.001.081-001-J001,Main Engine - 15000 Hours Inlet Valve Overhaul,,,Hourly,15000,Second Engineer
25937,Bdp Spirit,Inlet Valve,1.001.001.081-001,1.001.001.081-001-J002,Main Engine - 7500 Hours Inlet Valve Cone Inspection,,,Hourly,7500,Second Engineer
25949,Bdp Spirit,Exhaust Valve,1.001.001.009-001,1.001.001.009-001-J002,Main Engine - 7500 Hours Exhaust Valve Cone Inspection,,,Hourly,7500,Second Engineer
25964,Bdp Spirit,Main Bearing,1.001.001.015-001,1.001.001.015-001-J002,Main Engine - 15000 Hours Any Two Main Bearing Inspection,,,Hourly,15000,Second Engineer
26001,Bdp Spirit,Exhaust Manifold,1.001.001.011-001,1.001.001.033-006-J001,Main Engine - 7500 Hours Exhaust Manifold Maintenance,,,Hourly,7500,Second Engineer
26003,Bdp Spirit,Indicator Valve With Relief Valve,1.001.001.007-001,1.001.001.007-001-J001,Main Engine - 30000 Hours Relief Valves Overhaul,,,Hourly,30000,Second Engineer
26005,Bdp Spirit,Indicator Valve With Relief Valve,1.001.001.007-001,1.001.001.007-001-J002,Main Engine - 30000 Hours Relief Valves Maintenance,,,Hourly,30000,Second Engineer
26027,Bdp Spirit,Crank Shaft With Gear Wheel,1.001.001.025-001,1.001.001.025-001-J001,Main Engine - 15000 Hours Any One Crankshaft Bearing Inspection,,,Hourly,15000,Second Engineer
26039,Bdp Spirit,Turbocharger,1.001.001.035-001,1.001.001.001-006-J002,Main Engine - 150 Hours Turbocharger Maintenance,,,Hourly,150,Second Engineer
26041,Bdp Spirit,Cylinder Liner,1.001.001.002-001,1.001.001.002-001-J001,Main Engine - 15000 Hours Cylinder Liner Maintenance,,,Hourly,15000,Second Engineer
26043,Bdp Spirit,Cylinder Liner,1.001.001.002-001,1.001.001.002-001-J002,Main Engine - 30000 Hours Cylinder Liner Ovehaul,,,Hourly,30000,Second Engineer
26066,Bdp Spirit,Oil Mist Detector,1.001.001.052-001,1.001.001.052-001-J001,Main Engine - 750 Hours Oil Mist Detector Maintenance,,,Hourly,750,Second Engineer
26068,Bdp Spirit,Oil Mist Detector,1.001.001.052-001,1.001.001.052-001-J002,Main Engine - Oil Mist Detector Alarm Testing,Weekly,1,,,Second Engineer
26072,Bdp Spirit,Piston & Rod,1.001.001.003-001,1.001.001.011-001-J002,Main Engine - 7500 Hours Inspection Of Any One Piston And Rings,,,Hourly,7500,Second Engineer
26078,Bdp Spirit,Piston & Rod,1.001.001.003-001,1.001.001.003-001-J002,Main Engine - 60000 Hours Piston Overhaul,,,Hourly,60000,Second Engineer
26100,Bdp Spirit,Turbocharger,1.001.001.035-001,1.001.001.035-001-J001,Main Engine - 12500 Hours Turbocharger Complete Overhaul,,,Hourly,12500,Second Engineer
26102,Bdp Spirit,Turbocharger,1.001.001.035-001,1.001.001.035-001-J002,Main Engine - 12500 Hours Turbocharger Bearing Inspection,,,Hourly,12500,Second Engineer
26112,Bdp Spirit,Crank Shaft Vibration Damper,1.001.001.026-001,1.001.001.026-001-J001,Main Engine - 15000 Hour Vibration Damper Maintenance,,,Hourly,15000,Second Engineer
26114,Bdp Spirit,Oil Mist Detector,1.001.001.052-001,1.001.001.052-001-J003,Main Engine - Oil Mist Detector Function Test,Monthly,1,,,Chief Engineer
26121,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J282,Propulsion Plant General -  Cw006 Me Cw Temp. Ht At Engine Outlet - Test Alarm,Monthly,3,,,Electrical Officer
26123,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J283,Propulsion Plant General -  Cw007 Me Cw Pressure Ht At Engine Inlet - Test Alarm,Monthly,3,,,Electrical Officer
26125,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J284,Propulsion Plant General -  Ex011 Exh Gas Temp. Avg Deviation/Af T/C - Test Alarm,Monthly,3,,,Electrical Officer
26127,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J285,Propulsion Plant General -  Lo003 Me Lo Pressure Last Bearing - Test Alarm,Monthly,3,,,Electrical Officer
26129,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J286,Propulsion Plant General -  Lo004 Me Lo Temp. At Engine Inlet - Test Alarm,Monthly,3,,,Electrical Officer
26131,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J287,Propulsion Plant General -  Me008 Me Overspeed - Test Alarm,Monthly,3,,,Electrical Officer
26133,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J288,Propulsion Plant General -  Me011 Me Oil Mist Concentration In Crankcase - Test Alarm,Monthly,3,,,Electrical Officer
26135,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J289,Propulsion Plant General -  Me012 Me Automatic Stop - Test Alarm,Monthly,3,,,Electrical Officer
26137,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J290,Propulsion Plant General -  Me013 Me Manual Stop - Test Alarm,Monthly,3,,,Electrical Officer
26139,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J291,Propulsion Plant General -  Me014 Me Slowdown - Test Alarm,Monthly,3,,,Electrical Officer
26141,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J292,Propulsion Plant General -  Rg001 Gearbox Lo Pressure - Test Alarm,Monthly,3,,,Electrical Officer
26143,Bdp Spirit,Engine Room Alarm And Monitoring System,20.100.002-001,20.100.002-001-J293,Propulsion Plant General -  Rg002 Gearbox Lo/Thrust Bearing Temp. - Test Alarm,Monthly,3,,,Electrical Officer
26145,Bdp Spirit,Lube Oil Sump Tank C,1.001.001.039-001,1.001.001.039-001-J001,Main Engine - Lube Oil Sump Tank Cleaning,Monthly,60,,,Chief Engineer
26149,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J004,Main Engine - Weekly Inspections,Monthly,3,,,Second Engineer
26151,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J005,Main Engine - Cooling Water System 750 Hours Maintenance,,0,Hourly,750,Second Engineer
26153,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J006,Main Engine - 7500 Hours Control Linkage Maintenance,,,Hourly,7500,Second Engineer
26155,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J007,Main Engine - 1500 Hours Control Shaft Bearings Maintenance,,,Hourly,1500,Second Engineer
26160,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001.054-001-J001,Main Engine - 7500 Hours Lubricating Oil / Cooling Water Thermostat Maintenance,,,Hourly,7500,Second Engineer
26162,Bdp Spirit,Main Engine Fuel Oil Duplex Filter,5.200.013-001,5.200.013-001-J001,Main Engine - 750 Hours Fuel Duplex Prefilter Maintenance,,,Hourly,750,Second Engineer
26164,Bdp Spirit,Main Lube Oil Pump (Attached On Main Engine),6.200.001-001,6.200.001-001-J001,Main Engine - 15000 Hours Lubricating Oil Pump Maintenance,,,Hourly,15000,Second Engineer
26168,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J010,Main Engine - 3750 Hours Running Gear / Engine Timing Maintenance,,,Hourly,3750,Second Engineer
26169,Bdp Spirit,Cylinder Cover,1.001.001.001-001,1.001.001.001-001-J003,Main Engine - 15000 Hours Replace Cylinder Head Nozzle Sleeve,,,Hourly,15000,Second Engineer
26172,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J011,Main Engine - 15000 Hours Oil Pressure Limitation Valve Maintenance,,,Hourly,15000,Second Engineer
26174,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J012,Main Engine - 150 Hours Valve Rotator Checks,,,Hourly,150,Second Engineer
26176,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J013,Main Engine - Cooling Water System 7500 Hours Maintenance,,,Hourly,7500,Second Engineer
26180,Bdp Spirit,Oil Mist Detector,1.001.001.052-001,1.001.001.052-001-J004,Main Engine - 1500 Hours Oil Mist Detector Maintenance,,,Hourly,1500,Second Engineer
26182,Bdp Spirit,Turbocharger,1.001.001.035-001,1.001.001.035-001-J005,Main Engine - 24000 Hours Turbocharger Maintenance,,,Hourly,24000,Second Engineer
26194,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001.008-006-J003,Main Engine - 3750 Hours Any Two Pumps Deflector Bolt Checks,,,Hourly,3750,Second Engineer
26196,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J014,Main Engine - 7500 Hours Deflector Bolt Renewal,,,Hourly,7500,Second Engineer
26198,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J015,Main Engine - 7500 Hours Fuel Pressure Damper Renewal,,,Hourly,7500,Second Engineer
26200,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J016,Main Engine - 3750 Hours Timing Gear Train Maintenance,,,Hourly,3750,Second Engineer
26202,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J017,Main Engine - 15000 Hours Axial Clearance Measurement,,,Hourly,15000,Second Engineer
26204,Bdp Spirit,Turning Gear Motor,1.001.001.030-001,1.001.001-001-J018,Main Engine - 3750 Hours Turning Gear Maintenance,,,Hourly,3750,Second Engineer
26206,Bdp Spirit,Turning Gear Motor,1.001.001.030-001,1.001.001.030-001-J001,Main Engine - 750 Hours Turning Gear Maintenance,,,Hourly,750,Second Engineer
26208,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001.030-001-J002,Main Engine - 7500 Hours Rpm Switch Checks,,,Hourly,7500,Second Engineer
26210,Bdp Spirit,Turning Gear Motor,1.001.001.030-001,1.001.001.030-001-J003,Main Engine - 3750 Hours Turning Gear Oil Renewal,,,Hourly,3750,Second Engineer
26212,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J019,Main Engine - 3750 Hours Pressure Switches Maintenance,,,Hourly,3750,Second Engineer
26214,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J020,Main Engine - 22500 Hours Pressure Switches Replacement,,,Hourly,22500,Second Engineer
26216,Bdp Spirit,Boost Air Cooler,2.001.003.035-001,1.001.001-001-J021,Auxiliary Engine - Boost Air Cooler 5000 Hours Overhauling,,,Hourly,5000,Third Engineer
26218,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J022,Main Engine - Small End Bush Bearing Clearance Measurement,,,Hourly,30000,Second Engineer
26220,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J023,Main Engine - Stop Piston - Emergency Stop Function Check,,,Hourly,750,Second Engineer
26222,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J024,Main Engine - 1500 Hours Check Valve Clearance,,,Hourly,1500,Second Engineer
26224,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J025,Main Engine - 15000 Hours Valve Guide Oil Control Ring Checks,,,Hourly,15000,Second Engineer
26228,Bdp Spirit,Main Engine Lub Oil Duplex Filter (Attached On Main Engine),6.200.014-001,6.200.014-001-J001,Main Engine - Lub Oil Duplex Filter Cleaning,Monthly,3,,,Second Engineer
26230,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J027,Main Engine - Check Gearbox Holding Down Bolts,,,Hourly,3750,Second Engineer
26232,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J028,Main Engine - Clutch Disc Filter Cleaning,Monthly,3,,,Second Engineer
26234,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J029,Main Engine - Gearbox Filter Cleaning,,,Hourly,1000,Fourth Engineer
26236,Bdp Spirit,Crankcase,1.001.001.037-001,1.001.001.037-001-J001,Main Engine - 1500 Hours Crankcase Inspection,,,Hourly,1500,Second Engineer
26238,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J030,Main Engine - Test Emergency Stop,Monthly,3,,,Second Engineer
26240,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J031,Main Engine - Fuel Pump Emergency Stop Annual Check,Monthly,12,,,Second Engineer
26242,Bdp Spirit,Engine Bedplate And Frame,1.001.001.054-001,1.001.001.054-001-J002,Main Engine - Holding Down Bolts And Chocks Check,Monthly,24,,,Second Engineer
26244,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J032,Main Engine - 3 Monthly Hot Spot Inspection,Monthly,3,,,Second Engineer
26246,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J033,Main Engine - 6 Monthly Inspection On Gearbox Gear Teeth,Monthly,6,,,Second Engineer
26249,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J034,Main Engine - 5000 Hours Jacket Water System Inspection,,,Hourly,5000,Fourth Engineer
26251,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J035,Main Engine - Gearbox Coupling Annual Inspection,Monthly,12,,,Second Engineer
26253,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J036,Main Engine - Emergency Controls 3 Monthly Checks,Monthly,3,,,Chief Engineer
26255,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J037,Main Engine - Try Out Overspeed Shutdown,Monthly,12,,,Second Engineer
26257,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J038,Main Engine - Try Out Emergency Shutdown,Monthly,3,,,Chief Engineer
26259,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J039,Main Engine - Control Air Filter Cleaning,Monthly,3,,,Second Engineer
26261,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J040,Main Engine - Maneouvering System Test From Ecr,,,Hourly,1000,Chief Engineer
26263,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J041,Main Engine - Pneumatic Controls 120 Month Overhaul,Monthly,120,,,Second Engineer
26265,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J042,Main Engine - Starting Air Pilot Valve Checks,,,Hourly,3750,Second Engineer
26267,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J043,Main Engine - Starting Air Pilot Valve Overhaul,,,Hourly,7500,Second Engineer
26269,Bdp Spirit,Starting Air System And Piping,1.001.001.046-001,1.001.001.046-001-J001,Main Engine - Starting Air Pipes Annual Checks,Monthly,12,,,Second Engineer
26271,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J044,Main Engine - Starting Air Valves External Checks,,,Hourly,3750,Second Engineer
26273,Bdp Spirit,Main Engine #1,1.001.001-001,1.001.001-001-J045,Main Engine - Starting Air Master Valve Overhaul,,,Hourly,7500,Second Engineer
26275,Bdp Spirit,Auxiliary Engine #1,2.001.001-001,2.001.001-001-J001,Auxiliary Engine - Accumulator 20000 Hours Maintenance,,,Hourly,20000,Third Engineer
26285,Bdp Spirit,Camshaft And Bearing,2.001.001.012-001,2.001.003.035-001-J001,Auxiliary Engine - Camshaft 5000 Hours Maintenance,,,Hourly,5000,Third Engineer
26287,Bdp Spirit,Connecting Rod,2.001.003.003-001,2.001.001.012-001-J001,Auxiliary Engine - Connecting Rod 10000 Hours Checks,,,Hourly,10000,Third Engineer
26289,Bdp Spirit,Camshaft And Bearing,2.001.001.012-001,2.001.001.012-001-J002,Auxiliary Engine - Camshaft 10000 Hours Maintenance,,,Hourly,10000,Third Engineer
26291,Bdp Spirit,Camshaft And Bearing,2.001.001.012-001,2.001.001.012-001-J003,Auxiliary Engine - Camshaft 20000 Hours Overhauling,,,Hourly,20000,Third Engineer
26317,Bdp Spirit,Connecting Rod,2.001.001.003-001,2.001.001.003-001-J002,Auxiliary Engine - Connecting Rod 20000 Hours Bolts Renewal,,,Hourly,20000,Third Engineer
